,Unnamed: 0,Comentario,Nome,Data,Comentario_Limpo,Sentimento
107110,107110,"Boring, violent , and the theme of the oppressed rising against their warlords is not very original. You could not even get into the characters emotionally. The jungle scenery was beautiful. The apes were well done. And in actor I do not appreciate shows up as a loser human. The main human lead was also boring with no essence of anything.",Danielle V,2024-05-10,boring violent theme oppressed rising warlord original could even get character emotionally jungle scenery beautiful ape well done actor appreciate show loser human main human lead also boring essence anything,negativo
107111,107111,Didnt hold my interest :-(,Kim,2024-05-10,didnt hold interest,negativo
107112,107112,Very good scifi that explores the themes brought up in the Caesar trilogy in a new interesting way.  I'm looking forward to the next one.,Cindy,2024-05-10,good scifi explores theme brought cesar trilogy new interesting way im looking forward next one,positivo
107113,107113,"It was action packed, already loved the previous movies and I can't wait for the next one!!!",Cristal,2024-05-10,action packed already loved previous movie cant wait next one,positivo
107114,107114,"I thought the movie was absolutely amazing. Definitely slower than what was expected but it seemed like they set up the other 2 movies with its narrative like Wes Balls other movies. The visuals were unbelievable. There are some characters and parts of plots that felt rushed, even in a slow movie and humor could of been a bit better. I am rating 4 because I see the set up of the story line for 2 &  with the visuals so detailed. Can't wait for 2 and 3",RJ H,2024-05-10,thought movie absolutely amazing definitely slower expected seemed like set movie narrative like wes ball movie visuals unbelievable character part plot felt rushed even slow movie humor could bit better rating see set story line visuals detailed cant wait,positivo
107115,107115,Great continuation of the series.   Great call backs to the original films.   Can’t wait for the next chapter.,Toni C,2024-05-10,great continuation series great call back original film ’ wait next chapter,positivo
107116,107116,it was cool but don’t make another one. we gon act like this ain’t happen.,Jelahny,2024-05-10,cool ’ make another one gon act like ’ happen,positivo
107117,107117,Such a beautiful disappointment as a follow up to a great updated franchise. So much dialogue with no true direction. Caesar is rolling over his kabob stick!,,2024-05-10,beautiful disappointment follow great updated franchise much dialogue true direction cesar rolling labor stick,positivo
107118,107118,"영상만 놓고 보면은 최고의 영화지만
4편은 1,2,3편 동안 진화했던 유인원을 그저 말좀 하는 유인원으로 퇴화시켰다",TO K,2024-05-10,look video best movie part degenerate ape evolved episode little ape,positivo
107119,107119,the special effects were outstanding The Monkees carried the movie instead of humans.,William,2024-05-10,special effect outstanding monkeys carried movie instead human,positivo
109180,109180,"Very slow boring. I am big fan of the other Ape movies, but this one was completely different to the others. Cliche ending as well. I couldn't wait for it to be over.",Remy N,2024-05-10,slow boring big fan ape movie one completely different others clich ending well couldnt wait,positivo
109181,109181,"It’s a good movie just unnecessary sequel, like another big franchise movie Ik (Toy Story 4)",Samuel D,2024-05-10,’ good movie unnecessary sequel like another big franchise movie ik toy story,positivo
109182,109182,The best one since the first in the series,,2024-05-10,best one since first series,positivo
109183,109183,"This entire movie felt like they were just re-telling Dawn & War many generations later. Nothing new here, and very disapointing. The original series has this issue with poor stories, and simply in it for the money grab, as this one is. What story?",Jeffrey C,2024-05-10,entire movie felt like retelling dawn war many generation later nothing new disappointing original series issue poor story simply money grab one story,negativo
109184,109184,"Being a huge fan of the series from the ground up with Franco, I am disappointed to say that this movie slightly bored me. It was easier to give it 3.0 than 3.5. Definitely your average sequel, or in this case, your typical 4th segment of the tetralogy. It just wasn’t very interesting",Will,2024-05-10,huge fan series ground franco disappointed say movie slightly bored easier give definitely average sequel case typical th segment tetralogy ’ interesting,positivo
